id,keyword,location,text,target
5147,exploded,,heart exploded feeling running wild :man_running_medium-dark_skin_tone:,0
5148,exploded,,damn right motherfucker walked field superdome exploded cho…,0
5149,exploded,i：pixiv id 20953077,ㅤ ㅤㅤ exploded upon contact ㅤㅤturns would rather grazed hundred time ㅤㅤattempting to…,0
5150,exploded,South Africa,clearing cannabis haze cannabis cbd hemp legal south africa interest has…,0
5151,exploded,"DKI Jakarta, Indonesia",¡feliz navidad discovered early follower count exploded fan beefy hot…,0
5152,exploded,,lot people asking whether gravitational wave burst could star betelgeuse going supernova lot re…,0
5153,exploded,𝚜𝚗𝚊𝚙: 𝚏𝚕𝚘𝚘𝚌𝚞𝚛𝚊,lmao avani went bathroom ad exploded,0
5154,exploded,East Coast,im furious exploded across medium outlet wheres,0
5155,exploded,,onthisday ira murdered ian gallagher married father owner doityourself shop north street…,0
5156,exploded,,largest bomb decade explode stockholm sweden detonated tonight city’s richest area österma…,1
5157,exploded,"Johannesburg, South Africa",lady got breast implant exploded plane,0
5158,exploded,,answer still haven’t provided one science say matter can’t created destr…,0
5159,exploded,,bruh genny exploded time game lol nintendoswitch,0
5160,exploded,,mouse mole image look like whole underground network tunnel exploded may…,0
5161,exploded,,blade fan literally like exploded woke stg thought shot that…,0
5162,exploded,,fucken heart exploded happiness ima cry,0
5163,exploded,⚜,hand grenade exploded inside camp aguinaldo quezon city hurting soldier wife one child t…,1
5164,exploded,,oxford exploded think,0
5165,exploded,Africa,walked office set laptopbattery exploded,1
5166,exploded,Hong Kong,holy shit cuhk student got sent cuhk student its’…,0
5167,exploded,,would thought loo would exploded unless extra heavy duty,0
5168,exploded,"Autobot City, Earth",happened ragtag alliance side brawling kind computational eagle orbiti…,0
5169,exploded,"Manchester, England",stretcher heart exploded minute left nurse hold hand u wud,0
5170,explosion,,internet thing explosion iot innovation iiot startup smm cybersecurity fintech wear…,0
5171,explosion,,btw heck happened explosion box baby don’t kill :face_with_tears_of_joy:,0
5172,explosion,Kenol Makutano.,two belgian soldier currently serving mali injured vehicle dingo ii mppv drove improvise…,1
5173,explosion,,watch enormous sinkhole swallowed bus pedestrian northwest china sparking explosion killing six peopl…,1
5174,explosion,Pequod bound round the world,look beyond headline really worth reading quick article appreciate staggeringly loud l…,0
5175,explosion,,explosion chemical factory zhuhai south china guangdong pm tuesday fire not…,1
5176,explosion,"Cocagne,NB",family’s whirlpool refrigerator explodes inside home,1
5177,explosion,Dubai,watch enormous sinkhole swallowed bus pedestrian northwest china sparking explosion killing six…,1
5178,explosion,Africa🌏,president muhammadu buhari expressed deep sadness gas explosion led death chairman nigeria…,1
5179,explosion,"Tokyo, Japan",fat fox fanclub x gorge disc terminal explosion,0
5180,explosion,IndieGameGuysPromo@gmail.com,wont blueauraexplosion spawn naming convention aurablueexplosion indiedev,0
5181,explosion,UK,china least six dead huge sinkhole swallow bus pedestrian footage posted social medium show ex…,1
5182,explosion,THEY/THEM or HE/HIM,explosion amp implosion occur new enemy phaselocked great,0
5183,explosion,"Perak, Malaysia",might worse • threat • taal volcano explosion many year • australia fire • indonesi…,0
5184,explosion,Walthamstow,seen current exhibition yet explosion colour pupil exhibition “m…,0
5185,explosion,,breakingnewsnowdevelopingtalisay mayor gerry natanauan requested authority total lockdown hi…,0
5186,explosion,"Staines-upon-Thames, South East",must coffee explosion carriage floor plastered stench overpowering perked,0
5187,explosion,phx —— he/him ♎︎,“i see gay people celebrating explosion” lmaooo :skull:,0
5188,explosion,,nobody absolutely nobody every youtuber ever people asked video :face_with_tears_of_joy: edit comment p…,0
5189,explosion,6+1 rσmєσs ∞ | 10 + 1 | multi,lol lol lol blame put anger taal volcano’s explosion predict nature’s rage,0
5190,explosion,,thread pragya thakur lt col purohit carried malegaon bomb blast sept near bomb e…,0
5191,explosion,"Lagos, Nigeria",let’s get starboy subscriber afroseries explosion :collision: terri via,0
5192,explosion,,bomb delivered massive wholesom…,0
5193,explosion,Shadowbannia,story wont die dog cane corsos,0
5194,explosion,,number increase gender dysphoric child wrong see study nih los angeles evaluating pub…,0
5195,explosion,,im gf take effort explosion box reason ily open im sucha lazyyyyyy girl even :rolling_on_the_floor_laughing: ugh,0
5196,explosion,UK,population explosion,0
5197,explosion,THEY/THEM or HE/HIM,phaselock enemy make fight ally amp draw aggro pull enemy near cause explos…,0
5198,explosion,PUPUNTA ANG PILIPINAS SA BTS,taehyung replying weverse post situation philippine explosion taal said “late…,0
5199,explosion,Republic of the Philippines...,president duterte flew back manila davao city morning sen bong go said first land manila…,0
5200,explosion,,marijuana nothing homeless explosion fault t…,0
5201,explosion,,sun big gas explosion waiting happen anytime light immediately,0
5202,explosion,"Norway, Trondheim",convert one kilogram mass energy create zettajoules energy world largest nuclear…,0
5203,explosion,,huge explosion fire chemical plant zhuhai today fire people’s daily reported citing vi…,1
5204,explosion,,update phreatic explosion taal volcano still ongoing pm,1
5205,explosion,,f bored ordinary gift looking something unique surprise loved one explosion box are…,0
5206,explosion,,except hasn’t worked people ha…,0
5207,explosion,,massive bomb explosion tonight stockholm sweden could heard across city must largest bomb sthlm in…,1
5208,explosion,Japan Real Japanese  本庄がホームコース,canal blue tme live torque gt showroom past year we’ve witnessed explosi…,0
5209,explosion,USA,explosion practical effect restored original ending love see,0
5210,explosion,Valenzuela,president duterte visiting area affected taal volcano explosion kainin ko pa yang ash fall na ya…,1
5211,explosion,"Youhr Mahms, VA",got woken dead sleep loudest boom thunder sounded like explosion li…,0
5212,explosion,"Dallas,Texas",update enormous sinkhole swallow bus pedestrian northwest china sparking explosion six killed four missing h…,1
5213,explosion,Republic of the Philippines,flight got cancelled going back manila today due taal volcano explosion ashfall reach manila want…,1
5214,eyewitness,"New York City & New Jersey & Washington, D.C.",point visit basically ass damage determine best help find h…,0
5215,eyewitness,"Michigan, USA",new eyewitness stepped forward testify,0
5216,eyewitness,Global Citizen,devastating eyewitness wild telling human stress suffering faced :crying_face:,0
5217,eyewitness,,im always skeptical eyewitness testimony even a…,0
5218,eyewitness,Dhivehi Raajje (Maldives),im always skeptical eyewitness testimony eve…,0
5219,eyewitness,The space inbetween,people talked “five observables“but back member itf put together list of…,0
5220,eyewitness,"Auckland, New Zealand",eyewitness false witness exodus didn’t see shouldn’t gossippin…,0
5221,eyewitness,USA,plp leader call pm hypocrite campaign finance reform pledge eyewitness news campaignfinance,0
5222,eyewitness,,piece part consignment delivered pak army promptly shared u unsurprisingly u refuse…,0
5223,eyewitness,,i’m going start watching eyewitness news :face_with_tears_of_joy::face_with_tears_of_joy::rolling_on_the_floor_laughing::face_with_tears_of_joy:,0
5224,eyewitness,Africa,eyewitness false witness exodus didn’t see shouldn’t gossippin…,0
5225,eyewitness,Somewhere in the Good old USA!,akira kurosawa movie told conflicting version four eyewitness account murder rape century japan won…,0
5226,eyewitness,,interesting take pastor john take saying entire gospel luke also act apostle shou…,0
5227,eyewitness,,tony,0
5228,eyewitness,,know what’s scary af type evidence juror find persuasive unreliable confession an…,0
5229,eyewitness,"Nyanga, South Africa",eyewitness alive even yesterday another homicide,0
5230,eyewitness,"New Delhi, Delhi",seems eyewitness account really,0
5231,eyewitness,,bob wall employee arsenal fc since worked assistant herbert chapman secretary general…,0
5232,eyewitness,"Florida, USA",investigates whether change could coming officer supposed help keep child safe school…,0
5233,eyewitness,South Africa,philippine maid recording video arrested hkpolice trying silence eyewitness,0
5234,eyewitness,South Africa,could done eyewitness,0
5235,eyewitness,Pacific NW,coloradodrones hey guy article still dont answer kind drone flown o…,0
5236,eyewitness,Baltimore,youre putting lot weight phrase knowledge conversation as…,0
5237,eyewitness,,please hear u,0
5238,eyewitness,"Washington, DC area",turkishbacked syrian militia remove kurdish people culture north syria eyewitness,0
5239,eyewitness,,abnormally ambient eyewitness proceeding eighth ensconced beside muscled residency,0
5240,eyewitness,Colorado,wouldnt want eyewitness report complicating message,0
5241,eyewitness,"Portland, OR",book review dk eyewitness cuba,0
5242,eyewitness,"Huntsville, AL",never heard people say innocent refuse call eyewitness testimony c…,0
5243,eyewitness,,breaking eyewitness footage show elephant forced participate cruel chitwan elephant…,0
5244,eyewitness,USA,trump power end neverending charade withhold…,0
5245,eyewitness,,philip,0
5246,eyewitness,"florida, usa",lifewtr hit like eyewitness pb like tv elementary school classroom,0
5247,eyewitness,USA,new marijuana law illinois may affect indiana border county eyewitness cannabis,0
5248,eyewitness,India,australia ablaze close face one today’s respected climate scientist …,0
